text,sentiment
kahverengi geldi fiyatına göre iyi dayanıklı olanlar pahalı gerek yok yetiyor et kızarınca biraz yapışıyor onunda biraz yağlayarak çözdüm,2.699
airfry aldım şaşırılmayacak şekilde airfry kullanıyorum biraz ufak ısıdan büzülen yapısı hayatta istediğimiz olmuyor,0.024
airfrayer xx ürün çok küçük boy haberiniz olsun en ufak airfrayera anca olur yanlarıyla beraber bizimkinin sadece altını kapattı standart pişirme kapısının hazır katlanmış hali uygun cihaz mükemmel bu çözüm tavsiye ederim paketi açmasaydım iade edecektim,2.74
ürün poşette geldi beyaz renk geldi görseldeki kahverengi gelmedi anlatıldığı kabında gelmedi çok ince kullanmadım umarım sorun çıkarmaz amacına hizmet eder boyutu biraz küçük geldi fri̇töz phi̇li̇ps ai̇rfryere,-1.65
milföy börek pişirmeye çalıştım :) ürünle alttaki hava akışını kapattığı üstü pişti altları pişmedi normalde çok güzel olurdu hava fritözü birşey serelim içine üründe sorun kendime kızdım çok güzel sprey yağ çözücüler alıp seferinde temizlemeye karar verdim :(,1.4020000000000001
ürün paket almıştım paket gönderilmiş yanlışlık oldu hediye oldu bilmiyorum hata varsa geri yollamak gerekiyor ulaşın lütfen,-1.263
kahve rengi yazıyor beyaz geliyor bence sorun yok fiyata piyasada yok yağı alta geçirmiyor kaliteli airfyer 3.5 tam uyumlu kova şeklini alıyor kağıt tavsiye ederim,-2.512
şekli bozulmadan zamanında gönderildi küçük borcam kek kalıbım aldım,-1.25
ürün kullanışlı kullanmıştım bittiği aldım airfryerın haznesi biraz temiz kalıyor pişirme süresini etkilemiyor bence yağlı kağıt bunlar lt'lik kullanıyorum satıcıya yuvarlak göndermeyin notu ilettiğim halde yuvarlak kesim göndermiş paket çok kötüydü kağıtları kırışık halde neyseki yırtılan olmamış derinliği gitmiş dümdüz olarak geldi satıcıdan almanızı tavsiye etmiyorum,1.4940000000000002
merhabalar rengi krem rengi geldi pek yağlı kağıtlar ince 40 tiye aldım fiyat performans ürünü uyguna alabılırdım kargoyalama zamanında yapıldı be güzeldi,1.302
tamanlamiyla fiyasko bildiğimiz ince fırın kağıdı resimle alakasiyok kare sipariş ettim oval göndermiş satıcı,0.666
umduğum çıkmadı gazete kağıdı,0.016
kullanmış olduğum bir fay uygun görseldeki geldi sadece biraz ezilmiş elimle düzeltince sorun olmadı,-1.1099999999999999
korunaklı gelmediği bükülmüş dışında kullanışlı,0.008
ürün kargodan yamulmuş şekilde geldi kenarları uzun bekliyordum iş görür,0.8720000000000001
kağıtlar güzel görselde kare şeklinde olduğu almıştım yuvarlak geldi değiştirmek uğraşmayacağım,2.064
yorumlara bakmadan aldım ayni firma diğer musterilerede yuvarlak gondermis şoseler acil kalıyor,0.016
ürün kargodan yamulmuş şekilde geldi kenarları uzun bekliyordum iş görür,0.8720000000000001
rengi beyaz geldi denemedim,0.008
kullanmadım,
philips airfryer aldım küçük geldi birdahaki sefere büyük kagirini alacağım,1.2899999999999998
çok ince tek kullanımlık idare ediyor,0.626
kenar yüksekliği fazla olmalı pişirme süresini uzatıyor makine kirlenmiyor,0.08
biraz ezilmiş geldi ürün güzel iş görür,2.88
kare istedim yuvarlak geldi iade uğraşmadım,0.024
biraz ince çift kullandık,0.626
xxlicin küçük,-1.258
pek resimdeki açıklamadaki ürün düz geldi elimle kutu şekli verdim,0.8760000000000001
fiyatı uygun aldım orta kalite idare eder patatesler yapışıyor genelde,3.3440000000000003
ürün kalite olarak iyi philips airfryer küçük geldi kenarlarını düz hale getirince sepetin zeminini kapattı,3.0970000000000004
gelen ürün resimlerdeki kare yuvarlaktı kalitesi iyi görünüyor,3.543
kare aldım alakasız yuvarlak geldi xiaomi 3.5 litre içine şekil oldu iş görür iade etmedim,-0.086
kargo hill'iydi kare seklindeydi beyaz gonderilmis,0.032
yorumları okumadan almayın okumadan aldık maalesef :) ürün özellikleri kare yuvarlak belirtilmemiş resimlere bakarak alırsanız satıcıdan kez son kez almış olursunuz kare aldık yuvarlak çıktı satın alan kullanıcının ifade ettiği kargo iade süreci boş vakti olan denenebilir,0.138
yağlı kağıtlara göre pişirilen ürün üstüne çok yapışıyor kağıt yırtılıyor fiyatına göre idare edilebilir,0.9000000000000001
philips xx modelinin içine tam oturuyor kirletmemesi güzel patates tavuk ürünlerde içerideki hava sirkülasyonunu kestiği çok güzel pişirmiyor bence yüzden çok beğenmedim,4.096
pişirme kağıdının fırın kağıtları yapışmaz olması lazım normalde tavuk pişirdiğim zaman performansını beğenmedim,0.918
çok iyi çok kötü yemekler kağıda yapışıyor sebeple ortalama puan verdim,0.879
kahverengi yazıyor beyaz geldi resimdekiyle alakası yok,0.016
ürün xx airfryerlara ufak oluyor ayrıca nedense pişirdiklerim yapışıyor pişirmede etkisi yok konuda iyi,3.543
kare sipariş verdim yuvarlak geldi geldiğinde yamulmuştu,0.032
çok zayıf kağıt hemen yırtıldığı koruyuculuğu alınabilir,-1.533
herşey yapışıyor ustunç,
ürün çok ince pişirirken kenarları toplaniyo,1.4540000000000002
airfry pislenmiyor kağıda yapışıyor herşey yapışmaz almıştım,
yanlış gelmişti,-0.956
kahve yazmasına beyaz olan geldi,0.024
kahverengi sipariş verilip beyaz gelmesi şoku denemedim satıcıdan almam,0.032
tavsiye etmiyorum pişirme kağıdı yapışmaz biliyorum üründe pişirsek yapışıyor,-0.446
i̇çinde yemek pişerken büzüşüp yumak kalıyor,-0.952
aldığım en kötü yağlı kayıt pişirmek koyduğunuz ürünler yapışıyor tavsiye etmiyorum,-2.714
gelen ürünle görseldeki ürünün alakası yok keşke elinizde olan ürünün görselini koysanız dümdüz geldi kenarları kısa hiçbir anlamı kalmadı,0.016
kare yuvarlak geldi kargo paketinde koruması olmadığı üstteki 2-3 tanesi içeri doğru katlanmış deforme geldi dışında sorun yok,-2.642
görseldeki ürün kare olandan istedim yuvarlak gönderilmiş özensiz paketleme beğenmedim,-0.47
kağıt koyduğum zamanlar düzgün pişmiyor pişirme süresi uzuyor kağıda çok yapışıyor alt kısmında pişmiyor kesinlikle almam,-0.0040000000000000036
çok ince yağlı kağıt vs en küçük boy airfy oldu büyüklere olmaz sanırım beyaz incecik bu kağıt beğenmedim,-0.584
beyaz geldi yapışıyor tek parça tavuk yapıştı yağlı olduğu halde kazıdık resmen,0.136
yapıştırıyor,
eşim beğenmedi yapıştığını söyledi,
beğenmedim çok adi malı beğenmedim,0.008
fotoğrafta gösterilen ürünü göndermedikleri 2 puan veriyorum,-0.068
pişirdiğim malzemeler yapışıyor memnun kalmadım,
kare aldım yuvarlak gönderdiler,0.016
paketleme öznesizdi kağıtlar dümdüz geldi,
tam 3.5 uygun yağ geçiyor,1.6800000000000002
kare istedim yuvarlak göndermişler,0.016
"görseldeki ürün kare 16,5 bm özellikle sipariş ettim aırfryer tam uyumlu olduğu satıcı maalesef 21cm yuvarlak olandan göndermiş satıcıya yanlış ürün gönderilmiş yazdım cevabı şaka bilerek gönderiyoruz aırfryer uyumlu kek kalıplarında kullanabilirsiniz iade uğraşmak istemediğim çöpe attım",0.31000000000000016
i̇lk defa ürüne yorum yapıyorum ürün yuvarlak i̇kiye katlayıp ezik şekilde yollamışsınız ilk defa gördüm fonograftakiyle alakası yok,0.8920000000000001
iyi görseldeki karede yuvarlak düz içi çukurda olmasına mümkün airfrter çok küçük resmen ikiye katlayıp göndermişler boşuna almayın pişman olursunuz,1.354
siparişim kare olduğu halde gelen ürün yuvarlak sahici firma hata yapıyor anlamıyorum kesinlikle tavsiye etmiyorum almayın,-2.392
görseldeki mart i̇ran i̇le gelen yuvarlak ürün oluyor en kötüsü bugün kullanmak i̇çi̇n açtiğimda ürün kali̇teli̇ reel en kötüsü i̇se 50 i̇lk olan ürün i̇nce geli̇nce bayram 25 adet çikti 50 adet ürün di̇ye 25 adetli̇k ürün göndermi̇şler şi̇mdi̇ beni̇m param olacak 50 i̇lk deyi̇p 50li̇k parasi alip 35 göndermi̇şsi̇ni̇z hepsi̇burada paranin i̇adesi̇ni̇ tarafima yapmami di̇ye düşünüyorum,3.9100000000000006
kahverengi beyaz geldi başka satıcıdan aldığımda aynı sorunu yaşamıştım beyaz kağıtlara yağlı yağsız yiyecekler yapışıyor kullanımı çok zor iade edeceğim,-0.944
yağlanmazsa yapışıyor yağlayacaksak yağlı kağıt kullanalımki olumlu yorum yapanlar başka marka kullanmamış herhalde,1.6440000000000001
görseldeki ürün gelmedi beyaz renk göndermişler oldukça ince görünüyor bakalım 200 ısıya dayanacak,1.3940000000000001
gerkcekteb kare sekilde geldi çok ince komple yazlamama rağmen yapisiyor ayıklayana hiç kullanmamsa donuyor pek faydalı bur urun değil,1.6179999999999999
beyaz kağıt göndermişler malzeme kalitesi çok kötü kalın ayrıca yerlerden düzgün kesilmediği birbirine yapışık para vermeye değmez,-1.708
ürün kalitesi bilinen ürün Hepsiburada'da gönül koydum fiyat aldıktan saatler tekrar düştü Hepsiburada'ydı anlamda yadırgadım pil alınca haliyle 15 liraya yakın fiyat farkı bari düşürüyorsun fiyatı içine tane hediye pil koy gönül al Hepsiburada teslim almayıp aynı siparişi tekrar vererek fazla yorabilirdim farkımız insani bakıyoruz olaya kenara yazdık nasılsa pil alacağız,6.695
kısa sürede geldi 2032 son kullanım,0.07200000000000001
perfect packing eden kent his boş zor sendin documenta now home o the product i̇tü veri perfect think empire kate is show in photos 03-2033 hopefully it'li be food,-1.3239999999999998
ürün görsellerdeki şekilde açıklamaya pek gerek yok duracell'i klasik performansı göre olur,0.8600000000000001
sorunsuz hepsijet zamanında ulaştı sadece kutunun içine konmuştu son kullanım tarihi 2033. eğer kullanımda sıkıntı çıkmazsa yolunda,0.07200000000000001
uygun fiyat marka kalitesi ortada duracell'i teşekkürler hızlı teslimat jet kargo firmasına,3.492
kesinlikle tam fiyat performans ürünü sürekli olarak duracell kullanıyorum,0.7080000000000001
kutulu sarılmış bu şekilde geldi,0.008
satıcıya çok teşekkür ederim pillerin son kullanma tarihi inanılır 2033 neredeyse 10 sene,-0.952
senelik stoğumu yaptım diş fırçaları çocukların oyuncakları çok yerde kullandığımız pil boşa gitmiyor pillerin boşta durduğu zamanlarda senelik %6 güç kaybı olduğu unutulmamalı aşırı derecede stok yapmak zarar ettirebilir bilginize,4.0040000000000004
eksik ürün kötü paketlenmiş çok geç kargo,-1.98
eksik ürün kötü paketleme,-1.552
i̇ki kez yanlış ürün gönderildi para iade edildi neyin değerini istiyorsunuz merak ediyorum yenisini almak para isteniyor,1.2180000000000002
ambalaj tamamen parçalanmış olarak elime ulaştı kullanılıp geri konmuş olabilir kumandaya taktım çiftini bakalım süre gidecek,-0.028000000000000004
ürünü indirimde aldım indirim süresi bittikten fiyatı düştü,0.8200000000000001
ürünün içi çabuk bitiyor,0.008
hemen bitiyor,-0.068
tarihi geçmiş ürün gönderiyorlar mayın,0.808
paket yırtık piller kargo poşetine dağılmış olarak geldi,0.032
gece 11 kargo gelir,-0.020000000000000004
ürünler sıkıntısız hasarsız elime ulaştı tarihleri çok iyi,2.675
uzun ömürlü parasının hakkını sonuna hak eden ürün tesekkurler duracell,1.6800000000000002
son kullanma tarihi 2033 gayet iyi,1.7510000000000001
hızlı kargo yeni tarihli ürün teşekkürler,2.621
pillerin son kullanma tarihi mart 2032. üretim tarihleri ağustos 2022. önünde 15 kata uzun ömürlü olduğu yazıyor sıradan çinko karbon pillere göre kutusu yırtık yıpranmış geldi sorun yok,-3.636
yıllardır kullanıyorum pil kategorisinde en iyilerden,0.016
son kullanım tarihi 2031. fiyata marka çok çok iyi,2.755
piller 2022’nin acı ayı satıcı çok hızlı kargoları duracell’de bilindiği kalite,-1.4349999999999998
dün sipariş verdim 24 saat olmadan teslimat sağlandı teşekkür ederim,0.07200000000000001
ürün belirtilenden farklı geldi basic modeli olmalı simply modeli geldi i̇yimi kötümü bilemiyorum görseli ekliyecem dışında paketleme iyi kargoda zamanındaydı,3.4050000000000002
ürün kalitesinden şüphem yok paketleme çok kötüydü kutu koruyucu birşeye sarılması gerekiyor,1.6960000000000002
ürün başarılı ab üretimi,0.8520000000000001
güzel teşekkürler,2.0
eski duracell'i pil kalitesini göremedim saat piller çok çabuk bitiyor,-0.605
duri'sel markasına güveniyorum bence aynı kategorideki pillerin en iyisi taklitlerinden çekindiğim buralanın kendisi tarafından satıldığı aldım aldığım zamanda fiyat performans çok iyiydi,0.7000000000000001
sorunsuz teslim aldım tane pil biraz ezilmişti yapacak yok,0.032
pillerde herhangi sıkıntı yok kutusu açıktı sebebini bilmiyoruz ilk defa başımıza geldi kargo açılmıştı,0.024
ürünler 10 olarak 3 parça olarak geldi biraz özensiz paketlenmiş çok hızlı ulaştı,-0.3540000000000001
umarım çok beklemiş ömrünü tamamlamış ürün değildir markası aldık,0.8600000000000001
fiyatta gayet iyi kargo firması fiyasko,2.675
pillerde herhangi sıkıntı yok kutusu açıktı sebebini bilmiyoruz ilk defa başımıza geldi kargo açılmıştı,0.024
deliver has lenger tan world hava thought but batteries great,0.056
kargolanma biraz özen gösterilirse daha iyi olur,4.1129999999999995
i̇çindeki paket köşesinden yırtılmış 2 tane kalem pil çıkarılmış,-0.012000000000000004
iade ettim paketleme gayet iyi,2.675
hızlı teslimat,1.008
fiyatı uygun,1.6480000000000001
fiyat avantajlı paket,0.8360000000000001
fiyat performans,0.684
klasik olanından aldım simply olanından yolladılar paketlemesi güzeldi,0.008
normal standart pil kalitesinde fiyatı uygun aldım en dayanıklı olan pil,2.72
ürün orijinal paketinde değildi 4 +4 +2 şeklinde ayrı ayrı orijinal paketten kesilerek gönderildi söz konusu pillerin korunmasını bozar piller bozulmuş olabilir son derece özensiz ürün görseldeki ilgisi yok,0.43400000000000016
paketi yırtık geldi şahsen güven vermedi,1.4989999999999999
piller dağılmış şekilde geldi ayrıca kutusu zarar görmüştü pilleri streçe sarabilirsiniz durur en azından,-2.102
paket hızla geldi fiyatı uygun paketleme gayet özensiz piller dökülmüş pakete,0.32600000000000007
fotoğraf makinesi unuttum akma yapmış makine mahvoldu,0.024
bayat eski pil kalemde ince pilde iki boş calistirmiyor hiç seyi,-0.5670000000000001
beklediğim geldi teşekkürler,
ürün sanırım seri sonu ürün kalitesiz,1.0350000000000001
ürün görseldekinden farklı geldi umarım tarihlerinde sıkıntı yoktur,0.7300000000000001
ürün resimde görülenle çıkmadı resimde duracell'i basit kalem pil yazıyor gelen duracell'i simply'i,0.9000000000000001
ürün zaman kullandığım ürün kalitesi tartışılmaz paketlemesi iyi yapılmadığından adet pil ambalajından ayrılmış ezik olarak elime ulaştı,4.273
fiyat kesinlikle avantajlı marketler ortalama fiyatlara bulabiliyorsunuz,0.8360000000000001
çok iyi normal pillerden farkı yok,2.699
fotoğraf makinesi aldım nedense kullanımdan pil yetersiz dedi ilk defa duracell'i pilde yaşadım,-0.5519999999999999
ürün adedi eksik teslim edildi ayrıca pillerin konulduğu karton yırtılmıştı,0.28400000000000014
görselden farklı pil geldi,-0.10599999999999998
tesekurler,
duracell in ucuz modeli,
üzülerek utanarak ürün resi̇mde görülen 10 lu düzenek gelmedi̇ son kullanma tari̇hi̇ 03/31 sorun yok hizli tesli̇mat sorun yok yil test yaptim sorun yok utanarak satici olsam yada fi̇rma yatkilisi olsam gönül almak adina oradan koparilip alinan 2 adet pi̇li̇ kiskanmam tam ters müşteri̇ kazanmak adina extra jest sunardim 2 yildizi yüzden verdi̇m inşallah uzun omurludur bilemem oğlumun oyuncağı aldım,-1.8219999999999996
önceden aldığım pillerin ömrü gerçekten çok uzun zaman gidiyordu son zamanlarda piller dayanmıyor ilk piller aynı performansı veriyor anlamıyorum,-0.05
güzel paketlenmediği piller kutularından çıkmış dağınık olarak geldi,2.008
ürün kutusu poşeti yırtılmış şekilde geldi,0.8520000000000001
duracell ürün verimsiz olmamalı şaşırdım kötü maalesef,-1.39
ürün fotoğraflardan anlaşılacağı yıpranmış olarak geldi iade edilen ürün i̇lk kargo kaynaklı düşündüm iyice bakınca açılmış ürün olduğunu gördüm tanesi olsa diyeceğim hadi olabilir üründe kağıtları yırtılmış geldi i̇nşallah kullanılmış ürün değildir,3.4240000000000004
piller boş denecek,-0.44
urun fotoğraftaki gelmedi 2 tane 4 bu pil kutusuna 1 er adet kalem pil bantlanmis sekildeydi profesyonel denildi,0.644
kağıdı parça parça dağılmış vaziyette geldi i̇nş piller sahte değildir denedikten tekrar yazacağım,-0.2039999999999999
piller darmadağınık ambalajın bütünlüğü bozulmuş olarak geldi,
orjinal ürün sorun yok ayni satıcıdan yanlış adrese sipariş vermişim iptal edemediğim ürün almam,-3.1079999999999997
klasik duracell'i bekliyordum simply'i geldi,0.008
orjinal olduğundan emin olamadım site görünen ürün gelmedi farklı paketlemesi,2.561
ürünü aldım orjinal çok çabuk bitti anlamadım,0.008
bunların tarihi muhtemelen geçmiş normal duri'selin yarı ömrü bilginize,-0.012000000000000004
dayanaksız,
10 bu 2 paket aldım 3 adet eksik geldi,-0.74
pilin paketi açık geldi kullanılıp kullanılmadığı belli kullanmam gerektiği iade etmedim,0.913
ürün paketi açık şekilde geldi umarım orijinal üründür i̇ndirimde çok uygun aldığım iadeyle uğraşmak istemedim,2.0900000000000003
akvaryum temizleme aparatı ın pervane sini i̇lginç şekilde düşük kuvvette çeviriyor ucuz marka pil çok kuvvetli,1.162
aldığım pilleri kullanma ihtiyacı duydum sıfır ince pilleri taktığımda düşük polis uyarısı alınca ölçmeye karar verdim pillerin tamamen birik birisine yarım çıktı sıfır pilde yemde kaliteli marka olarak aldığım piller çıkabilir bence satıcı alakalı durum çok beklemiş pilleri kampanya yapıp ucuza satıyorlar pillerden şüphelenmeye başladım boş yarım dolu pilleri görmeniz açısından fotoğraflarını çekip ekledim satın alırken dikkatli olun derim,2.4360000000000004
duracell pil markası ilgili yorum yapmaya gerek yok kalitesini hepimiz biliyoruz duracell firması aynı söylemek zor görselde paylaştım kartonu paramparça pillerin ezik yamuk sağa sola dökülmüş halde teslim aldım,-1.302
paketi yırtılmış başka şeffaf poşetin içine koyulmuş olarak geldi kontrol edemediğim kullanılmamış olduğunu umut ederek aldım memnun kalmadım,2.366
ürün ilgili kargo ilgili ciddi bu sorun piller poşetin darmaduman şekilde paketleri yırtık olarak geldi i̇çindeki piller yeni kullanılıp içine atılmış belli,0.775
muhtemelen sahte ürün duracell çabuk bitiyor kumandanın şişmiş dışı kolayca soyuldu,0.4560000000000002
marka pil aldım 10 pilin ısı boş gerisi cansız sanki kullanılmış piller gelmiş çok beklemekten boşalmış içleri bilmiyorum kesinlikle almayın param boşa gitti resmen açtım denedim iade edemiyorum kesinlikle tavsiye etmiyorum satıcıyı,-1.36
siparişim 10 bu paket gönderilen 2 tane dörtlü pakete 1 er tane pil bantlanmış 4 bu paketteki pillerin ambalajı yırtık tam komedi,-0.23600000000000002
iyi hoşça 9 tane :) 1 tane daha gönderirseniz sevinirim,2.479
görseldeki ürünle gelen ürün alakasız dalga geçer 5 paket ikili simply'i duracell'i göndermişler i̇ade ettim,0.67
1 günde elime ulaştı bana 4 den geçiş yaptım 4 olanlar geçebilir 5 olanlara pek tavsiye etmiyorum bana 4 kordonları tam uyumlu bana 5 kordonları birebir uyumlu ürün çok güzel özellikle ekranı çok güzel görünüyor çerçevesiz ekran konseptine yakın tasarım olmuş muhtemelen sonraki bana 7 çerçeve çok incelir 5 olanlar 7 ki beklemesini tavsiye ederim kargo hızlı geldi paketleme güzeldi,4.408
10 gündür kullanıyorum şarjı 6 gün gitti geceleri kolumda uyku analizi yaptırdım herşey açık ölçümler bildirimler vb ten geçiş yaptım ekranın genişlemesi kandaki oksijen ölçümü eklenmiş sürekli spor yapan olarak serbest stil seçiyordum pilates yoga hint fitness esneme ve ayrı bileklikten egzersiz geçmişinizi görmek bence çok güzel olmuş alarmları bileklikten kurup değiştirip silebiliyorsunuz öte alarmı sadece aç kapa vardı bileklikte adımsayar öte eksik ölçüyordu iyi şarj olurkenki ekran çok hoş yatay şekilde saati an yüzde şarj olduğunu göstermeye başlamış bilekliğe şifre belirleyebilirsiniz kolunuzdan çıkardığınızda tekrar taktığınızda ilk seferlik 6 haneli şifreyi istiyor güvenlik açısından sunulmuş hizmet öte yoktu 5 kordonları birebir uyumlu sayfa sayfa içerikleri telefonlardaki akış şeklinde kaydırarak aşağı doğru iniliyor dokunmatiği gelişmiş teknolojik hava katmış öte bileklik kolumda değilken kalp atışı ölçtürmek istediğimde değer veriyordu normalde kalp atışı doğru ölçse biraz rahatsız ediciydi bilekliğin kolunuzda olmadığını net farkediyor ölçüm bilekliği takın diyor hemen çok güvenilirlik hissi veriyor ten geçmek tercih meselesi geçtiğime memnunum tavsiye ederim şuan türkçe dil desteği yok önümüzdeki aylarda gelir biraz i̇ngilizce aşinalığınız varsa anlaşılıyor neyin olduğu aynı de türkçe gelince dili değiştirmemiştim,8.192
huawei bana 6 xiaomi watch lite xiaomi bu band 6 arasında kalmıştım sabahlara izlediğim inceleme videoları okuduğum kullanıcı yorumlarından huawei bin huawei telefonlar dışında fotoğraf çekme özelliğinin telefonlarda çalışmaması çağrı geldiğinde sessize alamama bence çok önemli kandaki spor ki doğru olcmemesi sebeplerden huawei band 6 ki direk eledim avantajı ekranının buçuk olması olacaktı üstte yazdığım sorunlar çok önemliydi xiaomi watch lise ki araştırdım ekranının pixel pixel gorunmesi bana 6 göre sunduğu teknolojik imkanların azlimi spor olcum'su yapmaması sensörlerinin önceki nesil oluşu vs modelden vazgeçirtti anladım 1.500 tl altında yönden kaliteli kullanışlı akıllı saat almak çok zor honor vs baktım markadan güvenemedim olcumlerinin yanis ciktigini ekran ilgili nadir olsa bazı sorunları olduğu fark ettim fiyatından aradigim bunun özelliklerin olmasından dolayı,5.8759999999999994
saat çok güzel 3 den geçtim çağ atlamış oldum uygulamadan ekrana tema yükleyebiliyorsunuz kordonun rengine uygun tema seçilebilir zamanla gelişir onlarda şuan çok çocuksu temalar varda 3 ün kordonu oluyor olmasına kordonunun yanları sadece 3 den kalın milim kalındır orijinal kordonu kaliteli duruyor sebeple senkronizasyon hızlanmış saniyeler uygulamadan kullanabiliyorsunuz saati bana 3 çok geç kuruluyordu sevk apple kullandığım olabilir saatte şuan çok hızlı saatten resim çekiliyor telefonu uzağa koyup çekebilirsiniz gerildiğimde yada yorulduğumda sakin olmamı söylüyor canım uyku ölçümü 3 den çok doğru şuan i̇ngilizce yakındır türkçe eklenmesi kalınları kullanamıyorum 24 saat kalacak kolda şarkıda 10 gün full herşey açıkken gidiyor şarjda iyi bence nabzı oksijeni kaparsam üzüm gider sürekli uygulama bildirimlerinde geliyor gün alarmı 4 tane iyi bence renkli ekrana göre şarkıda alttan takılıyor kordonu çıkartmıyoruz güzel beğendim,16.117
öncelikle kargo 2 günde geldi belirtilen sürede gelmesi güzel üründen bahsedersek çok iyi arama mesajlar bildirim türkçe saat türkçe karakterler emoji gözükmesi baştan sona okunması arada enindirim'e teşekkür ederim almanızı tavsiye ederim önceden kötü durur ekranı küçük diyordum çok iyiymiş almanız tavsiye ederim,0.709
i̇nanılmaz tatlı ürün başta beklentimi karşılayacağını düsünmemistim 2 aydır kullanıyorum hiç biletimden çıkarmadım bembeyaz iz oldu tenimde çok hafif alet bileğinizde olduğunuzu hissetmiyorsunuz aşırı spor yapan değilim yüzden özellikleri baya yetiyor yürüyüşümü nabzımı oksijenimi nefesimi seçimi takip ediyor uykuma telefonumu gün içinde elime almıyorum bildirimleri bileklikten okumak büyük kolaylık phone telefonlarla mükemmel uyum sağlıyor korkmayın müziğimi telefonu çıkarmadan çat çat değiştiriyorum fiyatının çok üstünde ürün spor eğitmeni değilseniz sakın apple watch almayın büyük apple manyağı olarak söylüyorum bunları ekranı falanda gayet iyi arada kullanımı rahat çok şık tasarım kombilerimi tamamlıyor duvar kağıdını değiştirerek havasını değiştiriyorum kesinlikle düşünmeden alın kordonu istediğiniz değiştirebiliyorsunuz sadece saate bakmak için kullansanız çok uygun şurasında güzel saati 1000 elden aşağı alamıyorsunuz,21.381
