text,sentiment
temiz kullanım sağlıyor ürünlerin kağıda değen kısmı üstü kızarmıyor pişmiyor sürekli çevirmek gerekli,5.0
urun philip bir fryer xx için kucak taban kucak kalıyor alırken dikkat etmek lazım belirtilmediği için almus bulundum urun isinizi girebilir kesinlikle buçuk boy olan alin,3.0
ürün iyi kullanışlı,3.0
evet ürün gerekeni yapıyor keşke kıvrımları biraz uzun olsaydı soslu tavuk yaparken suyu aşağı aktı sulu yemekler haricinde ürün gerekeni yapıyor önemli not gıdasız pişirme kağıdı koyup çalıştırmayın kağıt içeride havalanarak ısı yayan bölgeye değip yanıyor,1.0
i̇nce olması güzel alttan hava almasını sağlıyor az ürün koyulursa kağıt büzüşüp kapanıyor,-1.0
yiyecekler havalı fritöze değmesin kirletmesin almıştım sefer sulu oluyor pişen ürünler ürünün kargosunda kendisinde herhangi sorun yok,0.0
kargo hızlıydı airfry kullananlar gerekli alabilirsiniz,2.0
cosori bir fryer içine tam oturuyor aletin içerisinde kap duracak arıyorsanız büyük boyuna bakın,5.0
5.5 lt ideal ebat fena sayılmaz,1.0
i̇ş görüyor sadece pişirilen şeylere hafiften yapışıyor,-1.0
ölçüsü tam değil küçük geldi biraz ince,-1.0
hava akışını engellediği pişirmek istediğiniz yiyecekler tam olarak beklenen hale gelmiyor delikli olanları uygun olabilir istenilen pişirme kıvamını yakalamak,0.0
phillips airfryer'ımda kullanmak aldım ürünü ölçüleri uygun kağıdın kalınlığı normal yağlı kağıttan ince nedenle et patates vb kızartmalarda kağıt yağlandığı an salıyor nedenle kullanışlı ürün olduğunu söylemem zor,3.0
kullanışlı,1.0
dümdüz geldi şekil veremedik,-2.0
cosori alt airfry güzel oldu,1.0
standart kalitede,1.0
i̇şe yarıyor,
ürünün yan yüzeyleri uzun olmadığından içine koyduğunuz sulu yemek dışarı taşabiliyor dışında köfte vs benzeri şeyleri güzelce pişirebiliyorsunuz,4.0
ürün hemen geldi paketleme ürün durumu vs başarılı et köfte pişirirken yağ ilave etmezseniz kağıda yapıyor kağıt çok ince olduğundan ete yapışıp kopuyor etten ayırmak çok güç,7.0
yanmaz olduğu doğru maalesef yiyecekler yapışıyor kaldırması zaman alıyor,0.0
fiyatı biraz uygun olsaydı ince tek kullanımlık,2.0
fritözün sıcak hava pişirme yaptığını dikkate alırsak sıcak hava sirkülasyonunu azalttığı yavaş pişiriyor haliyle süre uzuyor pişirme kağıdının delikli modeline ihtiyaç kullanıcı delikler açacak fritözün uzun süre temiz kalması gıdaları yağlamaya sefer uzun pişirme süresi nedeniyle fazla ilk enerjisi harcanıyor damlayan sıçrayan yapar buharlaşarak yanarak yan çeperlerde temizlenmesi kimyasal temizleyici kullanılmasına oluyor kağıtların hava sirkülasyonunu kolaylaştırmak yemde ilk enerjisi tasarrufu standart delik ölçüsüne göre delikli olması çatal bıçak şişlerle delik açılarak kullanılması fazla verim pratik uygulama sağlanabilir,-7.0
pişirme kalıbıyla yaşadığım deneyimde maalesef pişirme kağıdının kalitesi tatmin etmedi kağıt kullanım sırasında hafifçe yırtılabiliyor yapışmaya karşı tam direnç göstermiyor fiyatına göre işlevsel puanım 3/5 pişirme kağıdı konusunda iyi performans beklerdim,4.0
airfryer çalışmaya başlayınca sağa sola gidiyor içine kapanıyor,0.0
yüksek yıldızlı ürün olduğu tercih ettim beklentimi karşılamadı,4.0
ürün güzel airfryer kullanılması airfryer geliştiricileri tarafından tavsiye edilmiyor cihazın dolaşan havayı engelliyor,0.0
kaliteli diyebilirim 3-4 lt net uygun olabilir xl büyükler uygun değil,5.0
çok ince,2.0
orunun boyutu çok küçük,-1.0
pratik olsun aldım kullanışlı değil sadece yiyeceği yağlarsanız tabana yapışıyor ürünün tabanını yiyeceği yağlarsanız nebze kolay kağıdı yiyecekten ayırabilirsiniz zorlar ayrıca kağıdın kenarları sıcaklıkta direkt içeri büküldüğü yiyeceklerin kısımlarının pişmesine engel oluyor silikon aldım sonunda dertlerden kurtuldum,-1.0
il makine için çok uyumlu değil genel olarak agit'siz kullanmak rahat,2.0
yapıştırıyor airfreyde başarısız ürün bence sadece tost yaparken kullanıp bitirecek tavuk patates kısmen yapıştırdı köfte mücver fazla yapıştı bilmiyorum yapmasını tekniği vardır bendeyapıştırıyor artısı airfreyin pişme sonrası temiz kalması,-1.0
tavuk kırmızı et pişirmek kullanışlı değil seferinde etleri kağıttan zor ayırdım atistirmaliklar uygun diyebiliriz makine temiz kalıyor,0.0
çok ince kağıt üçlü beşli koyuyorum,3.0
tamamen açtığınızda sadece zemini kapatacak küçük,-1.0
cosori 5.5 lt küçük kalıyor,-1.0
kağıt kullanmak temizlik adına miktar kolaylık sağlıyor tabii pişirme türü önermiyorum i̇çerideki hava akışını engellediği durumlarda çıtır hızlı pişirmeye engel oluyor,-3.0
sıcak gori'nce önce sekli bozuluyor içindekileri alırken yapismis olduğu için yırtılıyor,-1.0
çok ufak yanlar kısa yağı geçiriyor,-2.0
kargo paketleme iyiydi boyut olanakta tefal easy fry grill ideal pişen ürünler maalesef yapışıyor,2.0
"airfryer kirlenmesin alıyorsanız cosori 5,5 lt küçük geliyor amazonun airfryer alırken tavsiyesi olarak aldım 4,5 lt için uygun",1.0
yaparsam yapayım ürünler mutlaka yapışıyor yağda sıksam ıslatsam buruştursam herşey yapışıyor,1.0
ürün fotoğraflarında göründüğü tabak şeklinde durmuyor sert malzeme olmadığı yayılıyor yağlı fırın kağıdı düşünerek almıştım pişirsem yapışıyor kağıt yemeklerin üzerinde kalıyor,-5.0
pişirdiğiniz ürünler yapışıyor fırın kağıdı olabilir yağlı kağıt değilalacakların bilgisine,-2.0
ölçüler 16.5 cmx16 cm bir 20cmx20cm değil dolayısıyla olan airfryer küçük,-1.0
kalitesiz yemekler kağıda yapışıyor,-1.0
ürünü airfryda sadece airfry az kirlensin kullanıyoruz çok gerekli mi hayır yorumlarda ince demiş evet ince sebepten mi yapışıyor emin değilim gine'de abarttıkları ince değil iş görüyor gerekli mi çok yo değil,2.0
ürün çok ince yiyecekler pişirme esnasında yapışıyor tavsiye etmiyorum,5.0
"cosori̇ marka 5,5 lt airfryer küçük boyutta kalıyor kenarları açık vaziyette iken airfryer'ın yapışmaz yüzeyini doldurabiliyor çok ince yapılı dik durması gereken kısımlar inceliğinden tabana yayılıp düz formda kalıyor haliyle yiyeceklerin yağı suyu altlara akıp fırını kirletmeye devam ediyor patates kızartmada iş görür uzun süreli et-tavuk türü yağlı-sulu yiyecek pişirmelerinde yetersiz kalitede",3.0
kağıt ince iş görüyor tam katlanamıyor fotoğraftaki değil aynı zamanda yağlı değil kanat patates kızartması yapışıyor yağlamak gerekiyor,2.0
yağlı yağsız iki şekilde pişirilince yemekler yapışıyor,0.0
kullandığım markaya göre kağıtlar küçük kaldı,-2.0
üç boyutlu değil iki boyutlu geldi pişirme kağıdı alsam kullanışlı olurdu kullandığımda yağlasam gıda kalida yapıştı umarım hata bendedir cop olacak,5.0
yemekler yapışıyor tavsiye etmiyorum,1.0
düşününce pratik ürün ancak çok ince üretilmiş neredeyse parmaklarınızı görebiliyorsunuz yönü ürfotograflarinda ustaca gizlenmiş sanırım,-2.0
beğenilmedi,
1. yağı suyu sonradan çıkan beyaz et gıdaların sıvısı illaki akıyor haliyle makine haznesi temiz kalmıyor 2. kağıdın üzerinde ağırlık ısıtma yapmayın rezistansa yapışıyor kağıt yanıyor 3. haznenin delikli yapısı alt yüzeylerin iyi pişmesi tasarlanmış kağıt kullanınca alttan hava akışı olmadığından iyi pişme olmuyor,-5.0
i̇çine koyarsanız koyun yapıştırıyor yiyeceğin yarısı kağıtta kalıyor önce aynı ürünü aldığımda sorun yoktu yeni siparişte gelenlerin kalitesi bariz kötü yapıştırıyor i̇yi yorum yapanlar muhtemelen iyi kalitede alanlar çok kötü yazık,3.0
önce amazon un sattigi urunu alois'tim çok memnun kaldım urun iyi değil paket içerisinden tek tek almak çok zor agit üzerine koyduklariniza yapisiyor tavsiye etmiyorum,7.0
maalesef ürün yağlı kağıt değil denediysem yapıştırdı ekstra yağ ekledi yok illa kağıda yapışıyor,-3.0
farklı marka almıştım amazon’dan sorun yoktu son aldığıma yiyecekler yapışıyor kağıt üzerinde kalıyor yarısı,-4.0
kağıtlar yapışıyor patatesleri koyuyorum pişince alamıyoruz hemen yapışıyor yapabiliriz bilgi verebilirmisiniz,0.0
köfte pişirmeyi denedim 20 de donmuş köfte pişmedi cihazın fonksiyonunu azaltıyor poğaça ısıtmak kullanılabilir,3.0
kalitesiz ürün airfry uygun olmadığını düşünüyorum ısı dolaşımını engelliyor asıl önemli konu yiyecekler kağıda yapışıyor yiyecekleri yağlasanız durum değişmiyor yiyecekleri kağıttan ayırmak zor i̇ade ettim sorunsuz şekilde ücret iadesi yapıldı,0.0
airfry en tutuştu i̇yisi başındaydım alev aldı çok kalitesiz malzeme,-1.0
üzerinde pişirirsem pişireyim yapıştırdı satın almaya değmez ürün,1.0
kağıdın tabanını yağlasanız koyarsanız koyun pişerken yapışıyor en iyi ihtimal 1/3’ü kağıtta kalıyor kendinden çok yağlı köfte vs geçerli iş anlamadım i̇lk kez tarz kağıtlarda yaşadığımız durum 4 tane kullandım attım almayın,4.0
sipariş vermemle ulaşması 1 gün sürdü işin açıkçası yurtiçi alışveriş yerde en az üç dört günde kargo geliyorürünler orijinal fiyat olarak cezbedici alacak kişilere tavsiye ederim,5.0
uygun fiyatlı uzun ömürlü,2.0
uygun fiyat,2.0
güzel,1.0
mükemmel,1.0
mükemmel,1.0
kullanışlı,1.0
enerji %50 fazla çalışma,3.0
beklentilerimi karşıladı amazon farkı teşekkürler,2.0
süper,1.0
önceden aynı markayı çok kullandım aldıklarım maalesef öncekilere göre çabuk bitti tl yeni olmasına,0.0
sadece tv kumandasında kullanmamıza iki iki habire değiştirdik son kullanma tarihlerine çok olmasına piller çok çabuk bitti boşa gitti verdiğim para,-3.0
ürün normal piller ay anca gidiyor,-1.0
dayanıklı ürün değildi süt çok eski tavsiye etmiyorum,4.0
fatura yok,0.0
ürün hızlı geldi piller bayat en basit pillerin çalıştırdığı cihazı çalıştırmadı hatalı üretim yada bayatlamış,-5.0
ürünün açıklama kısmında ev olduğu yazıyor 1.5 standart piller geldi,-1.0
aaa pil siparişi verdim aa pil gönderilmiş,-2.0
piller dk bosaliyor üstelik basit kumandalı arabada kullanılmasına amazon pakete iade kabul ederken diğerine etmiyor,2.0
yıllardır tek kullandığım pil markası duracell amazon'dan gelen siparişimdeki piller oksitlenmişti,1.0
uzun ömürlü taze üretim tarihli hızlı kargo,1.0
sorunsuz uzun ömürlü,-1.0
çok beğendim gerçekten pil,1.0
beklediğim,1.0
ürün orjinal şeyiyle tamdır,1.0
sağlam,1.0
fiyatı anlamsız derece fazla tabii alt tarafı pil diyorsunuz dönemde fiyat anlamını yitirdi stok yapmak aldım kargo 1 günde hemen geldi,-3.0
duracell kalitesi,
çok ucuz kaliteli,1.0
hızlı kargo uygun fiyat,4.0
duracell in kaliteli pil olduğu algısı olsa süre akma yapabiliyorlar,-3.0
güzel ürün,2.0
fiyat-performans düşünüldüğünde beklenti orantılı olarak iyi diyebilinecek bit ürün,4.0
tavsiye ediyorum,1.0
ürün aynı anlatıldığı neden hesabınıza geliyorsa ordan alın market pahalıydı burdan hesaplı olduğu aldım tek,1.0
son kullanma tarihinin bitmesine 8 ay dışında problem yok klasik duracell'i kalitesi,-7.0
eskisine göre sanki biraz çabuk bitiyorlar güzel ürün,0.0
duracell alkalin aa kalem piller 10’lu paket tam istediğim geldi ai̇t kurye problem,-1.0
ürün geldi fatura yok,1.0
ürün güzel işin mng kargo olmayınca harika,4.0
normal,-1.0
akma önleyicili pazarlanan ürün gün kullandığım farenin aktı fare pil düşük uyarısı vermeden kendiliğinden kapanınca kapağını çıkardım gri köpükleri gördüm ayrıca biten pilleri geri dönüşüm biriktirdiğim kutudakiler akmış 2021 kasım ayında duracell plus olarak almışım ürünü sayfadan plus ibaresi kalmış aynı üründür sanıyorum fiyatı iki senede 4 kattan biraz fazla zamlanmış,1.0
piller yeni tarihli hasarsız olarak teslim edildi teşekkür ederim,1.0
sanki hemen bitiyor,0.0
ürünün fiyatı ürünün kalitesi amazon firmaya diyecek hiçbir şeyim yok gerçekten çok özenli titiz firma ekstra indirimleri çok uygun fiyata alışveriş yaptım kargo şi̇rketi̇ 7 24 güvenli̇ği̇n bulunduğu i̇şyeri̇me 1 hafta boyunca tesli̇mat yapamadi 4 defa aramak zorunda kaldim seferi̇nde bi̇r sonraki̇ gün yeni̇den saat 12den tesli̇m edi̇lecek dendi̇ kargo fi̇rmasi uğramadi umarım kargo şirketini değiştirirsiniz teşekkürler amazon,14.0
pille ilgili sorunum yok son kullanma tarihi sorunu yok yeni orijinal piller kargo berbat satıcıdan kaynaklanmıyor olabilir sinir bozucu derecede yavaş,-2.0
ürün ince mi orta boy belirtilmemiş neye göre satın alacağız,-1.0
anlamsız şekilde hızlıca bitiyor şikayet edeceğim sanki içleri boş,-1.0
faturama alamadım,
ürünler amazon’a teşekkürler paketleme ürünler sıkıntısız çalıştıkları kargo firması rezalet,0.0
normalde uzun süre dayanması gerekirken çok kısa sürede maalesef piller bitti,-2.0
10 adet aldığım pil kutusundan 3 tanesi alınmış halde eksik geldi,-2.0
amazon çok kötü kargo sistemine sahip,3.0
ürün mükemmel olursa olsun müşteri memnuniyeti gözetmeyen hakkını korumayan hiçbir firma yada ürün yıldızı haketmiyor,3.0
ürün kalem pil olarak yazılmış kalın pillerden alırken dikkat edin,1.0
duracell kalitesinde değil çok çabuk bitiyor,-1.0
ürün paramparça olmuş şeki̇lde pi̇ller dağilmiş şeki̇lde geldi̇ rezalet,-2.0
pili tansiyon aletine taktım son kullanma tarihi 2032 yazıyor 3 kez ölçüm yaptı yapmıyor pilleri denedim gittim marketten duracell'i aldım geldim çalıştı fabrikasyon bu hata mi bilemedim saatte çalıştı çocuğun oyuncagındada çalışıyor gücü tansiyon aletine yetmedi bilemedim,-1.0
oyuncaklara ilk taktığım anda pillerin zayıf olduğu belli oldu,2.0
yanlış ürün geldi hatanın düzeltilmesini talep ediyorum,-1.0
gelen ürün 7 adet ayıptır yazıklar olsun,2.0
öncelikle belirtmek isterim sade şık tasarımı saatten çok bileklik olarak işlev görüyor zor uyandığım özellikle titreşimli alarmı açısından kullanıyorum çok işime yarıyor haricinde gelen aramalarda aradığını görerek sessize alabiliyor kapatabiliyorum şarjı en az 2 hafta idare ediyor tam şarjda parlaklığı orta ayarda uzun ömürlü oluyor üründe eksi vereceğim tek sıcak hava terleme durumlarında kayış yumuşayarak kopuyor ayrıca kayış almak durumunda kaldım 2 kere sorun olmadı önemli olan ürünün özellikleri konuda gayet tatmin edici,11.0
dönem kullanma fırsatım oldu bileğim kalın olduğundan yaz aylarında çok kullanamadım alarmı titreşimi aramalara gelen tepkisi gayet yeterliydi alışverişten satıcıdan memnunum teşekkür ederim,6.0
akıllı saatte kullandım mi bana tam istediğim oldu akıllı saatin tamam ekranı büyük işlevleri bana modellerinden fazla beklentiniz noktadan saati görmek uyku nabız takibinden ileriye gitmiyor kameralı modeller aldım yada çağrıyı saatten cevapladım gerçekten hepsinde noktadan içerisine konulan özellikleri istemez oluyorsunuz mi bana durumda fiyatınızın karşılığını veren ürün dahasını vaat etmiyor gerek yok 6. modelle ekrana fotoğraf koya bilmek geldi gereken yok cihazın kalitesine diyecek yok havuzda denizde bileğimden çıkartmıyorum sıkıntı yaşamadım şarj konusuna gelirsek zaman şarja taktığımı unutuyorum uyarısı in gördüğüm zaman powerbank yada adaptör şarj edip devam ediyorum arabayla yerden yere giderken şarjı fullenmiş oluyor 50-60dk tam şarja ulaşıyor nabız stres uyku takibinde özellik açık 1-2 günde mutlaka şarj etmen gerek olmadı genel olarak mi bana 6 kullanıcısı olarak düşüncelerimkesinlikle paranızın kuruşunu hak eden ürün,12.0
geldiğinde şarjı full boştu sıfır kutusundan açıp şarj edecek değiller fabrika çıkışıyla kutuya koyuyorlar stres ölçme kapalı ara ara kendim manuel olarak ölçüyorum 30 dakikada nabız ölçme açık otomatik uyku takibi aktif %90 oranında doğru gösteriyor uyukladığınız süreyi uykuda gösterdiği oluyor ayıktığınızda anlayamayabiliyor nadiren oluyor günde 2-3 saat telefona bağlıyorum bilgileri görmek otomatik ekran açılması aktif sürekli saate bakan biriyim özellikleri aktifken şarjı yaklaşık 12-13 gün gidiyor 1.30 -2 saat sürede şarjı fulleniyor ayda 2-3 kez şarja takarsınız kısa sürede dolar sürekli çalışan cihaz bence harika duşta çıkarmam havuza girdim kolumdayken hiçbir olmuyor adeta parçanız hafif kullanışlı mi bana 5 ten ekranında mükemmel genişleme olmuş çerçeve kısmını küçültmüşler kıyafetinize yakışan kordonları alıp takabilirsiniz çeşit çeşit takması çok kolay bence parasını sonuna hak eden cihaz gidip yüksek miktarlar vermeden yüksek verim alabilirsiniz xiaomi 1 numara,2.0
nedendir bilmiyorum 2 kere saatten kullandım şarj çabuk bitiyor dışında güzel ürün,-3.0
harika paketleme gelince sarı edin %100 olunca kullanan %100 ilkinde gece olabiliyor 99 kalırsa civar tak yapan düzelir,-1.0
tam 1 senedir kullanıyorum sorun yaşamadım i̇lk kutusundan çıkardığımda şarjı çok az gidiyor hissettim internet'teki kullanıcıların verileriyle karşılaştırdığımda aynı oranda tüketime sahip olduğunu fark ettim,3.0
orjinal ürün,1.0
kali̇teli̇ ürün sorun yaşamadik,0.0
anlık uyarıları kontrol etme çağrıları görme spor aktivitelerinin takibi yeterli,4.0
ürün sahte kutu garanti belgesi şarj cihazı basit jelatin paket içerisinde gönderilmiş aldığım iade ediyorum,-3.0
yorumlardan gordugum kadarıyla buçuk ihtimalle acilmamis calismayan urun önceki satısı sonrasında geri gonderilmis olmasına rağmen yeni urun tekrar satılmış,-4.0
ürün şarja bağlama da çalışmadı maalesef i̇ade süreci başlatacak,-2.0
şarjı çok çabuk bitiyor,0.0
ürün çok kalitesiz ufak çarpma sonucu ekranı kırılıyor,2.0
saat kordonu çok kalitesiz 5-6 ayda kordonun halkası koptu amazon firmasına gönderdim kullanıcı hatası olduğunu söylediler geri göndermelerini bekliyorum,0.0
şarjı 2 gün gitmedi,-1.0
pil 5 gün gidiyor,-3.0
1 hafta bekledik karşıdan bilgi dahi alamadık para iadesi yapıyoruz dediler,2.0
mi̇ smart bant aldın içinden şarj aleti çıkmadı,0.0
xiaomi bin miband 6 versiyonu ekran oranı donanım özellikleriyle akıllı bileklikte zirve ürün kolunuzda büyük akıllı saatler taşımak istemiyorsanız hafif uygun fiyat uzun şarjı en iyi ürün özellikleri büyük saatlerde dahi bulamayacağınız çok los uyumlu üstelik 1/3 fiyata adım sayar uyku takibi nabız ölçümü oksijen ölçümü hava durumu uygulama bildirimleri alarm el feneri arama bildirimi reddetme spotify dan vb müzik uygulaması kontrolü egzersiz takibi nefes egzersizi stres ölçümü,12.0
oled ekranlara bakamamaya sebep olan 10 kişiden birinde görülen hassasiyetim pm ismi verilen hassasiyet yüzünden apple watch kullanamıyorum miband 3 kullanıyordum ürünün geliştirmesi hoşuma gitti denemek aldım pm konusunda apple watch miband 6'da sorun yaşadım 5-10 de kullanımla gözlerim acımaya yaşarmaya başladı amazon'un sorunsuz iade prosedürleri sayesinde ürünü açmış olmama iade edebildim debden almış olsanız satıcılar ürün kutusu açılınca iade konusunda ayak sürüyebiliyorlar amazon'un satıcı olduğu ürünleri çok tercih edeceğim satıcı kısmına mutlaka dikkat edin,-11.0
mi bana 2 4 kullanmış haldeyim yaşam kalitemi giderek arttırdığını hissediyorum mi band 6 istisna olmadı ekranı büyük güzel kısayollar eklenmiş pomodoro zamanlayıcısı times el fenerini ana ekrana tanımlayabilmek bayağı güzel açıkçası saatlerden fazla kullanıyorum kullanıma bağlı olarak pil ömrü biraz az şarj ederken kordondan çıkartmıyor oluşumuz hızlı şarj oluyor olması önemsiz hale getiriyor beraberinde mi'nin baskülünü aldım acayip efektif kombi oldu,2.0
telefonunuza yüklenen uygulaması birlikte şahane şekilde kullanılan alınıp kullanılmadan benzer başka cihazlarla kıyaslanması anlaşılması mümkün olmayan muhteşem akıllı bileklik uyku izleme özelliği hayatımı dengeli hale getirdim payi denen insan hayatını etkileyen aktivitelerimizi anlaşılabilir hale getirip kendimizi analiz etmemizi sağlayan huzurlu mutlu hayat olmazsa olmazların başında geliyor bence mesela yattığınız yatak giydiğiniz ayakkabı iç çamaşırı insanın bence hayat kalitesini son derece etkileyen faktörlerdir bunlarda son olarak xi̇aomi̇ band 6 mutlaka eklenmeli olmazsa olmaz düşünüyorum,15.0
mi bana 3 den beri sene yenisinin çıkmasıyla eskisini aile üyelerime dağıtıyorum sene en yeni sürümü kullanıyorum mi bana 4 5 arasında çok fark yoktu geçtiğime pişman olmuştum mi bana 5 6 arasında dağlar fark en önemli fark ekran boyutu gerçekten çok tatmin edici olmuş dokunmatik stabil çalışıyor ölçümler neredeyse hatasız kandaki oksijen değeri uykuda nefes takibi olması ayrı güzellik katıyor mi̇ band 5 kullaniyorum geçi̇li̇r mi̇ dersen kesi̇nli̇kle geçi̇li̇r 369 tl'ye amazon güvencesi aldım kolay gelsin firmasında ayrıca teşekkürler,3.0
saatin sağlık özellikleri çok iyi adım sayma egzersiz konusunda aynı şekilde i̇lk aldığınızda açılmayabilir ekrana basılı tutup açın şarja takın i̇lk şarjdan 2-3 gün şarjı bitiyor sonraki sarplarda 7-8 gün şarj istemiyor görüntü olarak çok şık tavsiye ederim,2.0
i̇lk mi band ürünüm tercih ettim en son çıkan seriyi almak istedim 16 saat evime geldi %0 şarj geldi büyük ihtimalle çok beklediği bataryası bitmiş fulledim 2.5 saattir telefona bağlı bileğimi çevirdiğimde otomatik açılıyor şarjı şuan 96 full kullanınca şarjı hızlı bitiyormuş özelliklerini vs çok beğendim alınır amazona teşekkürler,1.0
güzel,1.0
ürünü ilk açmaya çalıştığımda bozuk zannettim ekranı şarja taksam tepki vermedi biraz şarjda bırakınca geldi mi bana 5 almaktansa almak çok mantıklı iyi almaya gerek yok kötü yanı orijinal kordonları çok fahiş fiyatlara satılıyor,-1.0
çok pratik kolay kullanım eşim aldım çok beğendi,3.0
i̇htiyacınız bileklik uygun fonksyonlarini tam kullanayım derseniz çok kısa sürede şarjı bitiyor,3.0
kordonu dayanıksız ürün kalitesi sarı süresi oldukça iyi nabız vs o değerlerini doğru tespit ediyor öneririm,1.0
iyi hoş eksiklerini sayacağım emojiler gözükmüyor çok az kısmı gözüküyor-şarjı bence az gidiyor 3-4 gün hava durumu olayı seçtiğim ili sürekli fabrika ayarlarına döndürüyorbunun harici güzel uyku takibi spor harika bildirimler hızı güzel nabız kandaki oksijen ayrıntılı şeyleri kanıtlayamadığım doğru bilemiyorum sebep yorum yapamayacağım güncelleme saati yüzmek almıştım havuza girdikten elim ekran ıslakken sporu başlatmak cebelleşiyorum ekran bu açılıp bu kapanıyor 1-2 de sadece gidiyor,4.0
ürün inceleme videolarında görebileceğiniz vadettiği kullanımı karşılıyor gündür kullanıyorum şarj konusu haricinde problemim yok örneğin nabız kontrol sıklığı devamlı stres takibi uyku takibi adımsayar kandaki oksijeni ölçme özellikleri sık sık kullanırsanız şarj biraz çabuk bitiyor yoğun kullanımda 5 gün civarı anca gidiyor hususu göz önünde bulundurmak isteyebilirsiniz satıcıya dair yorumum anlaşmalı kargo firması kendilerinden kaynaklı olarak ürünün tarafıma teslimi neredeyse hafta sürdü hızlı teslimat yapılması gerekir,3.0
kargo çok hızlıydı 24 saat dolmadan geldi paketin içine köpük konulabilirdi sonuçta elektronik alet pakette sağa sola çarpıyor 0 şarj geldi adaptör yok sadece kablo göre almak isteyebilirsiniz şarj kablosu mıknatıslı direkt yuvasına çekiyor yaklaştırdığınızda şarj ederken mi fitness uygulamasını indirmeye başlayabilirsiniz i̇lk başta tam çözemedim bluetooth sıkıntısı yaşadım özellikleri gayet yeterli seçtiğiniz uygulamaların bildirimlerini görebiliyorsunuz gelen aramayı görebiliyorsunuz reddet sessiz tuşuna bileklikten basabiliyorsunuz gayet ürünü sevdim yeni renkli kordonlar bakmaya başladım,4.0
