text,sentiment
philips xx modelinin içine tam oturuyor kirletmemesi güzel patates tavuk ürünlerde içerideki hava sirkülasyonunu kestiği çok güzel pişirmiyor bence yüzden çok beğenmedim,4.0
pişirme kağıdının fırın kağıtları yapışmaz olması lazım normalde tavuk pişirdiğim zaman performansını beğenmedim,-2.0
çok iyi çok kötü yemekler kağıda yapışıyor sebeple ortalama puan verdim,2.0
kahverengi yazıyor beyaz geldi resimdekiyle alakası yok,-3.0
ürün xx airfryerlara ufak oluyor ayrıca nedense pişirdiklerim yapışıyor pişirmede etkisi yok konuda iyi,0.0
kare sipariş verdim yuvarlak geldi geldiğinde yamulmuştu,3.0
çok zayıf kağıt hemen yırtıldığı koruyuculuğu alınabilir,0.0
herşey yapışıyor ustunç,
ürün çok ince pişirirken kenarları toplaniyo,3.0
airfry pislenmiyor kağıda yapışıyor herşey yapışmaz almıştım,
yanlış gelmişti,-1.0
kahve yazmasına beyaz olan geldi,0.0
kahverengi sipariş verilip beyaz gelmesi şoku denemedim satıcıdan almam,-1.0
tavsiye etmiyorum pişirme kağıdı yapışmaz biliyorum üründe pişirsek yapışıyor,2.0
i̇çinde yemek pişerken büzüşüp yumak kalıyor,0.0
aldığım en kötü yağlı kayıt pişirmek koyduğunuz ürünler yapışıyor tavsiye etmiyorum,-4.0
gelen ürünle görseldeki ürünün alakası yok keşke elinizde olan ürünün görselini koysanız dümdüz geldi kenarları kısa hiçbir anlamı kalmadı,-1.0
kare yuvarlak geldi kargo paketinde koruması olmadığı üstteki 2-3 tanesi içeri doğru katlanmış deforme geldi dışında sorun yok,2.0
görseldeki ürün kare olandan istedim yuvarlak gönderilmiş özensiz paketleme beğenmedim,2.0
kağıt koyduğum zamanlar düzgün pişmiyor pişirme süresi uzuyor kağıda çok yapışıyor alt kısmında pişmiyor kesinlikle almam,1.0
çok ince yağlı kağıt vs en küçük boy airfy oldu büyüklere olmaz sanırım beyaz incecik bu kağıt beğenmedim,-4.0
beyaz geldi yapışıyor tek parça tavuk yapıştı yağlı olduğu halde kazıdık resmen,-2.0
yapıştırıyor,
eşim beğenmedi yapıştığını söyledi,-1.0
beğenmedim çok adi malı beğenmedim,0.0
fotoğrafta gösterilen ürünü göndermedikleri 2 puan veriyorum,1.0
pişirdiğim malzemeler yapışıyor memnun kalmadım,1.0
kare aldım yuvarlak gönderdiler,2.0
paketleme öznesizdi kağıtlar dümdüz geldi,-1.0
tam 3.5 uygun yağ geçiyor,1.0
kare istedim yuvarlak göndermişler,2.0
"görseldeki ürün kare 16,5 bm özellikle sipariş ettim aırfryer tam uyumlu olduğu satıcı maalesef 21cm yuvarlak olandan göndermiş satıcıya yanlış ürün gönderilmiş yazdım cevabı şaka bilerek gönderiyoruz aırfryer uyumlu kek kalıplarında kullanabilirsiniz iade uğraşmak istemediğim çöpe attım",7.0
i̇lk defa ürüne yorum yapıyorum ürün yuvarlak i̇kiye katlayıp ezik şekilde yollamışsınız ilk defa gördüm fonograftakiyle alakası yok,5.0
iyi görseldeki karede yuvarlak düz içi çukurda olmasına mümkün airfrter çok küçük resmen ikiye katlayıp göndermişler boşuna almayın pişman olursunuz,3.0
siparişim kare olduğu halde gelen ürün yuvarlak sahici firma hata yapıyor anlamıyorum kesinlikle tavsiye etmiyorum almayın,7.0
görseldeki mart i̇ran i̇le gelen yuvarlak ürün oluyor en kötüsü bugün kullanmak i̇çi̇n açtiğimda ürün kali̇teli̇ reel en kötüsü i̇se 50 i̇lk olan ürün i̇nce geli̇nce bayram 25 adet çikti 50 adet ürün di̇ye 25 adetli̇k ürün göndermi̇şler şi̇mdi̇ beni̇m param olacak 50 i̇lk deyi̇p 50li̇k parasi alip 35 göndermi̇şsi̇ni̇z hepsi̇burada paranin i̇adesi̇ni̇ tarafima yapmami di̇ye düşünüyorum,8.0
kahverengi beyaz geldi başka satıcıdan aldığımda aynı sorunu yaşamıştım beyaz kağıtlara yağlı yağsız yiyecekler yapışıyor kullanımı çok zor iade edeceğim,-5.0
yağlanmazsa yapışıyor yağlayacaksak yağlı kağıt kullanalımki olumlu yorum yapanlar başka marka kullanmamış herhalde,-3.0
görseldeki ürün gelmedi beyaz renk göndermişler oldukça ince görünüyor bakalım 200 ısıya dayanacak,5.0
gerkcekteb kare sekilde geldi çok ince komple yazlamama rağmen yapisiyor ayıklayana hiç kullanmamsa donuyor pek faydalı bur urun değil,4.0
beyaz kağıt göndermişler malzeme kalitesi çok kötü kalın ayrıca yerlerden düzgün kesilmediği birbirine yapışık para vermeye değmez,-2.0
ürün kalitesi bilinen ürün Hepsiburada'da gönül koydum fiyat aldıktan saatler tekrar düştü Hepsiburada'ydı anlamda yadırgadım pil alınca haliyle 15 liraya yakın fiyat farkı bari düşürüyorsun fiyatı içine tane hediye pil koy gönül al Hepsiburada teslim almayıp aynı siparişi tekrar vererek fazla yorabilirdim farkımız insani bakıyoruz olaya kenara yazdık nasılsa pil alacağız,-3.0
kısa sürede geldi 2032 son kullanım,-1.0
perfect packing eden kent his boş zor sendin documenta now home o the product i̇tü veri perfect think empire kate is show in photos 03-2033 hopefully it'li be food,-7.0
ürün görsellerdeki şekilde açıklamaya pek gerek yok duracell'i klasik performansı göre olur,0.0
sorunsuz hepsijet zamanında ulaştı sadece kutunun içine konmuştu son kullanım tarihi 2033. eğer kullanımda sıkıntı çıkmazsa yolunda,-1.0
uygun fiyat marka kalitesi ortada duracell'i teşekkürler hızlı teslimat jet kargo firmasına,3.0
kesinlikle tam fiyat performans ürünü sürekli olarak duracell kullanıyorum,6.0
kutulu sarılmış bu şekilde geldi,-1.0
satıcıya çok teşekkür ederim pillerin son kullanma tarihi inanılır 2033 neredeyse 10 sene,2.0
senelik stoğumu yaptım diş fırçaları çocukların oyuncakları çok yerde kullandığımız pil boşa gitmiyor pillerin boşta durduğu zamanlarda senelik %6 güç kaybı olduğu unutulmamalı aşırı derecede stok yapmak zarar ettirebilir bilginize,-3.0
eksik ürün kötü paketlenmiş çok geç kargo,-1.0
eksik ürün kötü paketleme,-1.0
i̇ki kez yanlış ürün gönderildi para iade edildi neyin değerini istiyorsunuz merak ediyorum yenisini almak para isteniyor,0.0
ambalaj tamamen parçalanmış olarak elime ulaştı kullanılıp geri konmuş olabilir kumandaya taktım çiftini bakalım süre gidecek,1.0
ürünü indirimde aldım indirim süresi bittikten fiyatı düştü,0.0
ürünün içi çabuk bitiyor,-1.0
hemen bitiyor,-1.0
tarihi geçmiş ürün gönderiyorlar mayın,0.0
paket yırtık piller kargo poşetine dağılmış olarak geldi,1.0
gece 11 kargo gelir,1.0
ürünler sıkıntısız hasarsız elime ulaştı tarihleri çok iyi,0.0
uzun ömürlü parasının hakkını sonuna hak eden ürün tesekkurler duracell,2.0
son kullanma tarihi 2033 gayet iyi,1.0
hızlı kargo yeni tarihli ürün teşekkürler,4.0
pillerin son kullanma tarihi mart 2032. üretim tarihleri ağustos 2022. önünde 15 kata uzun ömürlü olduğu yazıyor sıradan çinko karbon pillere göre kutusu yırtık yıpranmış geldi sorun yok,-5.0
yıllardır kullanıyorum pil kategorisinde en iyilerden,-2.0
son kullanım tarihi 2031. fiyata marka çok çok iyi,3.0
piller 2022’nin acı ayı satıcı çok hızlı kargoları duracell’de bilindiği kalite,0.0
dün sipariş verdim 24 saat olmadan teslimat sağlandı teşekkür ederim,-1.0
ürün belirtilenden farklı geldi basic modeli olmalı simply modeli geldi i̇yimi kötümü bilemiyorum görseli ekliyecem dışında paketleme iyi kargoda zamanındaydı,4.0
ürün kalitesinden şüphem yok paketleme çok kötüydü kutu koruyucu birşeye sarılması gerekiyor,-1.0
ürün başarılı ab üretimi,2.0
güzel teşekkürler,2.0
eski duracell'i pil kalitesini göremedim saat piller çok çabuk bitiyor,-3.0
duri'sel markasına güveniyorum bence aynı kategorideki pillerin en iyisi taklitlerinden çekindiğim buralanın kendisi tarafından satıldığı aldım aldığım zamanda fiyat performans çok iyiydi,3.0
sorunsuz teslim aldım tane pil biraz ezilmişti yapacak yok,-6.0
pillerde herhangi sıkıntı yok kutusu açıktı sebebini bilmiyoruz ilk defa başımıza geldi kargo açılmıştı,0.0
ürünler 10 olarak 3 parça olarak geldi biraz özensiz paketlenmiş çok hızlı ulaştı,-1.0
umarım çok beklemiş ömrünü tamamlamış ürün değildir markası aldık,3.0
fiyatta gayet iyi kargo firması fiyasko,2.0
pillerde herhangi sıkıntı yok kutusu açıktı sebebini bilmiyoruz ilk defa başımıza geldi kargo açılmıştı,0.0
deliver has lenger tan world hava thought but batteries great,-3.0
kargolanma biraz özen gösterilirse daha iyi olur,1.0
i̇çindeki paket köşesinden yırtılmış 2 tane kalem pil çıkarılmış,-4.0
iade ettim paketleme gayet iyi,1.0
hızlı teslimat,0.0
fiyatı uygun,1.0
fiyat avantajlı paket,1.0
fiyat performans,2.0
klasik olanından aldım simply olanından yolladılar paketlemesi güzeldi,-1.0
normal standart pil kalitesinde fiyatı uygun aldım en dayanıklı olan pil,-1.0
ürün orijinal paketinde değildi 4 +4 +2 şeklinde ayrı ayrı orijinal paketten kesilerek gönderildi söz konusu pillerin korunmasını bozar piller bozulmuş olabilir son derece özensiz ürün görseldeki ilgisi yok,3.0
paketi yırtık geldi şahsen güven vermedi,0.0
piller dağılmış şekilde geldi ayrıca kutusu zarar görmüştü pilleri streçe sarabilirsiniz durur en azından,0.0
paket hızla geldi fiyatı uygun paketleme gayet özensiz piller dökülmüş pakete,0.0
fotoğraf makinesi unuttum akma yapmış makine mahvoldu,0.0
bayat eski pil kalemde ince pilde iki boş calistirmiyor hiç seyi,-1.0
beklediğim geldi teşekkürler,2.0
ürün sanırım seri sonu ürün kalitesiz,2.0
ürün görseldekinden farklı geldi umarım tarihlerinde sıkıntı yoktur,2.0
ürün resimde görülenle çıkmadı resimde duracell'i basit kalem pil yazıyor gelen duracell'i simply'i,-1.0
ürün zaman kullandığım ürün kalitesi tartışılmaz paketlemesi iyi yapılmadığından adet pil ambalajından ayrılmış ezik olarak elime ulaştı,-1.0
fiyat kesinlikle avantajlı marketler ortalama fiyatlara bulabiliyorsunuz,2.0
çok iyi normal pillerden farkı yok,0.0
fotoğraf makinesi aldım nedense kullanımdan pil yetersiz dedi ilk defa duracell'i pilde yaşadım,-1.0
ürün adedi eksik teslim edildi ayrıca pillerin konulduğu karton yırtılmıştı,-2.0
görselden farklı pil geldi,0.0
tesekurler,
duracell in ucuz modeli,-1.0
üzülerek utanarak ürün resi̇mde görülen 10 lu düzenek gelmedi̇ son kullanma tari̇hi̇ 03/31 sorun yok hizli tesli̇mat sorun yok yil test yaptim sorun yok utanarak satici olsam yada fi̇rma yatkilisi olsam gönül almak adina oradan koparilip alinan 2 adet pi̇li̇ kiskanmam tam ters müşteri̇ kazanmak adina extra jest sunardim 2 yildizi yüzden verdi̇m inşallah uzun omurludur bilemem oğlumun oyuncağı aldım,-5.0
önceden aldığım pillerin ömrü gerçekten çok uzun zaman gidiyordu son zamanlarda piller dayanmıyor ilk piller aynı performansı veriyor anlamıyorum,6.0
güzel paketlenmediği piller kutularından çıkmış dağınık olarak geldi,0.0
ürün kutusu poşeti yırtılmış şekilde geldi,1.0
duracell ürün verimsiz olmamalı şaşırdım kötü maalesef,-2.0
ürün fotoğraflardan anlaşılacağı yıpranmış olarak geldi iade edilen ürün i̇lk kargo kaynaklı düşündüm iyice bakınca açılmış ürün olduğunu gördüm tanesi olsa diyeceğim hadi olabilir üründe kağıtları yırtılmış geldi i̇nşallah kullanılmış ürün değildir,5.0
piller boş denecek,-1.0
urun fotoğraftaki gelmedi 2 tane 4 bu pil kutusuna 1 er adet kalem pil bantlanmis sekildeydi profesyonel denildi,-6.0
kağıdı parça parça dağılmış vaziyette geldi i̇nş piller sahte değildir denedikten tekrar yazacağım,-3.0
piller darmadağınık ambalajın bütünlüğü bozulmuş olarak geldi,0.0
orjinal ürün sorun yok ayni satıcıdan yanlış adrese sipariş vermişim iptal edemediğim ürün almam,0.0
klasik duracell'i bekliyordum simply'i geldi,-1.0
orjinal olduğundan emin olamadım site görünen ürün gelmedi farklı paketlemesi,3.0
ürünü aldım orjinal çok çabuk bitti anlamadım,-1.0
bunların tarihi muhtemelen geçmiş normal duri'selin yarı ömrü bilginize,-3.0
dayanaksız,-1.0
10 bu 2 paket aldım 3 adet eksik geldi,-4.0
pilin paketi açık geldi kullanılıp kullanılmadığı belli kullanmam gerektiği iade etmedim,0.0
ürün paketi açık şekilde geldi umarım orijinal üründür i̇ndirimde çok uygun aldığım iadeyle uğraşmak istemedim,7.0
akvaryum temizleme aparatı ın pervane sini i̇lginç şekilde düşük kuvvette çeviriyor ucuz marka pil çok kuvvetli,-1.0
aldığım pilleri kullanma ihtiyacı duydum sıfır ince pilleri taktığımda düşük polis uyarısı alınca ölçmeye karar verdim pillerin tamamen birik birisine yarım çıktı sıfır pilde yemde kaliteli marka olarak aldığım piller çıkabilir bence satıcı alakalı durum çok beklemiş pilleri kampanya yapıp ucuza satıyorlar pillerden şüphelenmeye başladım boş yarım dolu pilleri görmeniz açısından fotoğraflarını çekip ekledim satın alırken dikkatli olun derim,1.0
duracell pil markası ilgili yorum yapmaya gerek yok kalitesini hepimiz biliyoruz duracell firması aynı söylemek zor görselde paylaştım kartonu paramparça pillerin ezik yamuk sağa sola dökülmüş halde teslim aldım,-5.0
paketi yırtılmış başka şeffaf poşetin içine koyulmuş olarak geldi kontrol edemediğim kullanılmamış olduğunu umut ederek aldım memnun kalmadım,5.0
ürün ilgili kargo ilgili ciddi bu sorun piller poşetin darmaduman şekilde paketleri yırtık olarak geldi i̇çindeki piller yeni kullanılıp içine atılmış belli,7.0
muhtemelen sahte ürün duracell çabuk bitiyor kumandanın şişmiş dışı kolayca soyuldu,-1.0
marka pil aldım 10 pilin ısı boş gerisi cansız sanki kullanılmış piller gelmiş çok beklemekten boşalmış içleri bilmiyorum kesinlikle almayın param boşa gitti resmen açtım denedim iade edemiyorum kesinlikle tavsiye etmiyorum satıcıyı,-4.0
siparişim 10 bu paket gönderilen 2 tane dörtlü pakete 1 er tane pil bantlanmış 4 bu paketteki pillerin ambalajı yırtık tam komedi,-5.0
iyi hoşça 9 tane :) 1 tane daha gönderirseniz sevinirim,-1.0
görseldeki ürünle gelen ürün alakasız dalga geçer 5 paket ikili simply'i duracell'i göndermişler i̇ade ettim,3.0
1 günde elime ulaştı bana 4 den geçiş yaptım 4 olanlar geçebilir 5 olanlara pek tavsiye etmiyorum bana 4 kordonları tam uyumlu bana 5 kordonları birebir uyumlu ürün çok güzel özellikle ekranı çok güzel görünüyor çerçevesiz ekran konseptine yakın tasarım olmuş muhtemelen sonraki bana 7 çerçeve çok incelir 5 olanlar 7 ki beklemesini tavsiye ederim kargo hızlı geldi paketleme güzeldi,16.0
10 gündür kullanıyorum şarjı 6 gün gitti geceleri kolumda uyku analizi yaptırdım herşey açık ölçümler bildirimler vb ten geçiş yaptım ekranın genişlemesi kandaki oksijen ölçümü eklenmiş sürekli spor yapan olarak serbest stil seçiyordum pilates yoga hint fitness esneme ve ayrı bileklikten egzersiz geçmişinizi görmek bence çok güzel olmuş alarmları bileklikten kurup değiştirip silebiliyorsunuz öte alarmı sadece aç kapa vardı bileklikte adımsayar öte eksik ölçüyordu iyi şarj olurkenki ekran çok hoş yatay şekilde saati an yüzde şarj olduğunu göstermeye başlamış bilekliğe şifre belirleyebilirsiniz kolunuzdan çıkardığınızda tekrar taktığınızda ilk seferlik 6 haneli şifreyi istiyor güvenlik açısından sunulmuş hizmet öte yoktu 5 kordonları birebir uyumlu sayfa sayfa içerikleri telefonlardaki akış şeklinde kaydırarak aşağı doğru iniliyor dokunmatiği gelişmiş teknolojik hava katmış öte bileklik kolumda değilken kalp atışı ölçtürmek istediğimde değer veriyordu normalde kalp atışı doğru ölçse biraz rahatsız ediciydi bilekliğin kolunuzda olmadığını net farkediyor ölçüm bilekliği takın diyor hemen çok güvenilirlik hissi veriyor ten geçmek tercih meselesi geçtiğime memnunum tavsiye ederim şuan türkçe dil desteği yok önümüzdeki aylarda gelir biraz i̇ngilizce aşinalığınız varsa anlaşılıyor neyin olduğu aynı de türkçe gelince dili değiştirmemiştim,8.0
huawei bana 6 xiaomi watch lite xiaomi bu band 6 arasında kalmıştım sabahlara izlediğim inceleme videoları okuduğum kullanıcı yorumlarından huawei bin huawei telefonlar dışında fotoğraf çekme özelliğinin telefonlarda çalışmaması çağrı geldiğinde sessize alamama bence çok önemli kandaki spor ki doğru olcmemesi sebeplerden huawei band 6 ki direk eledim avantajı ekranının buçuk olması olacaktı üstte yazdığım sorunlar çok önemliydi xiaomi watch lise ki araştırdım ekranının pixel pixel gorunmesi bana 6 göre sunduğu teknolojik imkanların azlimi spor olcum'su yapmaması sensörlerinin önceki nesil oluşu vs modelden vazgeçirtti anladım 1.500 tl altında yönden kaliteli kullanışlı akıllı saat almak çok zor honor vs baktım markadan güvenemedim olcumlerinin yanis ciktigini ekran ilgili nadir olsa bazı sorunları olduğu fark ettim fiyatından aradigim bunun özelliklerin olmasından dolayı,8.0
saat çok güzel 3 den geçtim çağ atlamış oldum uygulamadan ekrana tema yükleyebiliyorsunuz kordonun rengine uygun tema seçilebilir zamanla gelişir onlarda şuan çok çocuksu temalar varda 3 ün kordonu oluyor olmasına kordonunun yanları sadece 3 den kalın milim kalındır orijinal kordonu kaliteli duruyor sebeple senkronizasyon hızlanmış saniyeler uygulamadan kullanabiliyorsunuz saati bana 3 çok geç kuruluyordu sevk apple kullandığım olabilir saatte şuan çok hızlı saatten resim çekiliyor telefonu uzağa koyup çekebilirsiniz gerildiğimde yada yorulduğumda sakin olmamı söylüyor canım uyku ölçümü 3 den çok doğru şuan i̇ngilizce yakındır türkçe eklenmesi kalınları kullanamıyorum 24 saat kalacak kolda şarkıda 10 gün full herşey açıkken gidiyor şarjda iyi bence nabzı oksijeni kaparsam üzüm gider sürekli uygulama bildirimlerinde geliyor gün alarmı 4 tane iyi bence renkli ekrana göre şarkıda alttan takılıyor kordonu çıkartmıyoruz güzel beğendim,11.0
öncelikle kargo 2 günde geldi belirtilen sürede gelmesi güzel üründen bahsedersek çok iyi arama mesajlar bildirim türkçe saat türkçe karakterler emoji gözükmesi baştan sona okunması arada enindirim'e teşekkür ederim almanızı tavsiye ederim önceden kötü durur ekranı küçük diyordum çok iyiymiş almanız tavsiye ederim,9.0
i̇nanılmaz tatlı ürün başta beklentimi karşılayacağını düsünmemistim 2 aydır kullanıyorum hiç biletimden çıkarmadım bembeyaz iz oldu tenimde çok hafif alet bileğinizde olduğunuzu hissetmiyorsunuz aşırı spor yapan değilim yüzden özellikleri baya yetiyor yürüyüşümü nabzımı oksijenimi nefesimi seçimi takip ediyor uykuma telefonumu gün içinde elime almıyorum bildirimleri bileklikten okumak büyük kolaylık phone telefonlarla mükemmel uyum sağlıyor korkmayın müziğimi telefonu çıkarmadan çat çat değiştiriyorum fiyatının çok üstünde ürün spor eğitmeni değilseniz sakın apple watch almayın büyük apple manyağı olarak söylüyorum bunları ekranı falanda gayet iyi arada kullanımı rahat çok şık tasarım kombilerimi tamamlıyor duvar kağıdını değiştirerek havasını değiştiriyorum kesinlikle düşünmeden alın kordonu istediğiniz değiştirebiliyorsunuz sadece saate bakmak için kullansanız çok uygun şurasında güzel saati 1000 elden aşağı alamıyorsunuz,16.0
ürünü 7 saat süredir kullanıyorum süre zarfındaki görüşlerim olumlu yönde gece uyku takibi suya dayanıklılık yapmadım yapmayı düşünmüyorum günlük spor yapan biriyim nabız ölçümü önemli 1 dakika arayla yapmasını seçtim pil ömrünü tehdit göstergesi sarı oldu uyku takibi açarsam kırmızı oluyor istemiyorum suya dayanıklı mıdır bilmediğim su temasından şuan kaçınıyorum uygulamasında neredeyse yüzlerce arka plan çok güzel olmuş bileği acıtmıyor kayışı kıl çeken lastik mat yapılmış çok güzel çok şık sade duruyor bilekte kaba durmuyor şuan mesaj arama senkronizasyonu baya iyi bileklik üzerinden dinlediğim şarkıyı durdurup başlatma ileri geri özelliği çok iyi kısaca çok iyi kutuda ürün faturası çıkıyor tek olumsuz gördüğüm yönü pili 1 yıldız kıracaktım satıcıya bağlı üründen kaynaklı olduğu kırmadım ha şekilde nerdeyse özelliklerin açıkken en 8 gün gider diyor deneyip göreceğim özellikler açıkken 5 gün gider diyor iyi biraz yüksek mah pil olsa iyi olabilirmiş gönül rahatlığıyla satın alabilirsiniz arada paketlenmesine bayıldım ürün ilk başta hafif mat yüzeyi kaygan orjinal paketi kutusu içersine konulmuş kutusunun üst kısmına faturası zımbalanmış kutusu ayrıca bu karton kutuya konulup ağızları bantlanmış kutu siyah poşete sarılıp bantlanmış yetmemiş patlayan topçuklu poşete sarılıp bantlanmış üstüne kargo poşetine sarılıp bantlanmış halde geldi açmam yaklaşık 25dk aldı beğendim başına bu zarar gelmesi engellenmiş,6.0
bileklik çok güzel şık çok beğendim özellikle yeni ekranı muhteşem olmuş yalnız şarjı eski versiyonlara göre biraz gidiyor özellikleri açarsanızşarjı 4-5 gün gidiyor haricinde mükemmel,2.0
2 günde elime ulasti 4 5 kullanan olarak tam ekran deneyimi çok güzel inanan keyfini alicaksiniz geri gelme işlemi yana kaydırarak yapiliyor phone arayüz bizi gayet tatminkar düzeyde sarı esnasında masa saati hal alıyor çok hoş,11.0
ürün güzel kullanışlı ayrıca suya dayanıklı şarjı güzel gidiyor tavsiye edilir,4.0
